enrollid,stuid,lid,enroll_date,status,semester,enroll_type
300517,100517,200001,2026-03-02,완료,2026-1,정규
300518,100518,200001,2026-03-02,완료,2026-1,정규
300519,100519,200001,2026-03-02,완료,2026-1,정규
300520,100520,200001,2026-03-02,완료,2026-1,정규
300521,100521,200001,2026-03-02,완료,2026-1,정규
300522,100522,200001,2026-03-02,완료,2026-1,정규
300523,100523,200001,2026-03-02,완료,2026-1,정규
300524,100524,200001,2026-03-02,완료,2026-1,정규
300525,100525,200001,2026-03-02,완료,2026-1,정규
300526,100526,200001,2026-03-02,완료,2026-1,정규
300527,100527,200001,2026-03-02,완료,2026-1,정규
300528,100528,200001,2026-03-02,완료,2026-1,정규
300529,100529,200001,2026-03-02,완료,2026-1,정규
300530,100530,200001,2026-03-02,완료,2026-1,정규
300531,100531,200001,2026-03-02,완료,2026-1,정규
300532,100532,200001,2026-03-02,완료,2026-1,정규
300533,100533,200001,2026-03-02,완료,2026-1,정규
300534,100534,200001,2026-03-02,완료,2026-1,정규
300535,100535,200001,2026-03-02,완료,2026-1,정규
300536,100536,200001,2026-03-02,완료,2026-1,정규
300537,100537,200001,2026-03-02,완료,2026-1,정규
300538,100538,200001,2026-03-02,완료,2026-1,정규
300539,100539,200001,2026-03-02,완료,2026-1,정규
300540,100540,200001,2026-03-02,완료,2026-1,정규
300541,100541,200001,2026-03-02,완료,2026-1,정규
300542,100542,200001,2026-03-02,완료,2026-1,정규
300543,100543,200001,2026-03-02,완료,2026-1,정규
300544,100544,200001,2026-03-02,완료,2026-1,정규
300545,100545,200001,2026-03-02,완료,2026-1,정규
300546,100546,200001,2026-03-02,완료,2026-1,정규
300547,100547,200001,2026-03-02,완료,2026-1,정규
300548,100548,200001,2026-03-02,완료,2026-1,정규
300549,100549,200001,2026-03-02,완료,2026-1,정규
300550,100550,200001,2026-03-02,완료,2026-1,정규
300551,100551,200001,2026-03-02,완료,2026-1,정규
300552,100552,200001,2026-03-02,완료,2026-1,정규
300553,100553,200001,2026-03-02,완료,2026-1,정규
300554,100554,200001,2026-03-02,완료,2026-1,정규
300555,100555,200001,2026-03-02,완료,2026-1,정규
300556,100556,200001,2026-03-02,완료,2026-1,정규
300557,100557,200001,2026-03-02,완료,2026-1,정규
300558,100558,200001,2026-03-02,완료,2026-1,정규
300559,100559,200001,2026-03-02,완료,2026-1,정규
300560,100560,200001,2026-03-02,완료,2026-1,정규
300561,100561,200001,2026-03-02,완료,2026-1,정규
300562,100562,200001,2026-03-02,완료,2026-1,정규
300563,100563,200001,2026-03-02,완료,2026-1,정규
300564,100564,200001,2026-03-02,완료,2026-1,정규
300565,100565,200001,2026-03-02,완료,2026-1,정규
300566,100566,200001,2026-03-02,완료,2026-1,정규
300567,100567,200001,2026-03-02,완료,2026-1,정규
300568,100568,200001,2026-03-02,완료,2026-1,정규
300569,100569,200001,2026-03-02,완료,2026-1,정규
300570,100570,200001,2026-03-02,완료,2026-1,정규
300571,100571,200001,2026-03-02,완료,2026-1,정규
300572,100572,200001,2026-03-02,완료,2026-1,정규
300573,100573,200001,2026-03-02,완료,2026-1,정규
300574,100574,200001,2026-03-02,완료,2026-1,정규
300575,100575,200001,2026-03-02,완료,2026-1,정규
300576,100576,200001,2026-03-02,완료,2026-1,정규
300577,100577,200001,2026-03-02,완료,2026-1,정규
300578,100578,200001,2026-03-02,완료,2026-1,정규
300579,100579,200001,2026-03-02,완료,2026-1,정규
300580,100580,200001,2026-03-02,완료,2026-1,정규
300581,100581,200001,2026-03-02,완료,2026-1,정규
300582,100582,200001,2026-03-02,완료,2026-1,정규
300583,100583,200001,2026-03-02,완료,2026-1,정규
300584,100584,200001,2026-03-02,완료,2026-1,정규
300585,100585,200001,2026-03-02,완료,2026-1,정규
300586,100586,200001,2026-03-02,완료,2026-1,정규
300587,100587,200001,2026-03-02,완료,2026-1,정규
300588,100588,200001,2026-03-02,완료,2026-1,정규
300589,100589,200001,2026-03-02,완료,2026-1,정규
300590,100590,200001,2026-03-02,완료,2026-1,정규
300591,100591,200001,2026-03-02,완료,2026-1,정규
300592,100592,200001,2026-03-02,완료,2026-1,정규
300593,100593,200001,2026-03-02,완료,2026-1,정규
300594,100594,200001,2026-03-02,완료,2026-1,정규
300595,100595,200001,2026-03-02,완료,2026-1,정규
300596,100596,200001,2026-03-02,완료,2026-1,정규
300597,100597,200001,2026-03-02,완료,2026-1,정규
300598,100598,200001,2026-03-02,완료,2026-1,정규
300599,100599,200001,2026-03-02,완료,2026-1,정규
300600,100600,200001,2026-03-02,완료,2026-1,정규
300601,100601,200001,2026-03-02,완료,2026-1,정규
300602,100602,200001,2026-03-02,완료,2026-1,정규
300603,100603,200001,2026-03-02,완료,2026-1,정규
300604,100604,200001,2026-03-02,완료,2026-1,정규
300605,100605,200001,2026-03-02,완료,2026-1,정규
300606,100606,200001,2026-03-02,완료,2026-1,정규
300607,100607,200001,2026-03-02,완료,2026-1,정규
300608,100608,200001,2026-03-02,완료,2026-1,정규
300609,100609,200001,2026-03-02,완료,2026-1,정규
300610,100610,200001,2026-03-02,완료,2026-1,정규
300611,100611,200001,2026-03-02,완료,2026-1,정규
300612,100612,200001,2026-03-02,완료,2026-1,정규
300613,100613,200001,2026-03-02,완료,2026-1,정규
300614,100614,200001,2026-03-02,완료,2026-1,정규
300615,100615,200001,2026-03-02,완료,2026-1,정규
300616,100616,200001,2026-03-02,완료,2026-1,정규
300617,100617,200001,2026-03-02,완료,2026-1,정규
300618,100618,200001,2026-03-02,완료,2026-1,정규
300619,100619,200001,2026-03-02,완료,2026-1,정규
300620,100620,200001,2026-03-02,완료,2026-1,정규
300621,100621,200001,2026-03-02,완료,2026-1,정규
300622,100622,200001,2026-03-02,완료,2026-1,정규
300623,100623,200001,2026-03-02,완료,2026-1,정규
300624,100624,200001,2026-03-02,완료,2026-1,정규
300625,100625,200001,2026-03-02,완료,2026-1,정규
300626,100626,200001,2026-03-02,완료,2026-1,정규
300627,100627,200001,2026-03-02,완료,2026-1,정규
300628,100628,200001,2026-03-02,완료,2026-1,정규
300629,100629,200001,2026-03-02,완료,2026-1,정규
300630,100630,200001,2026-03-02,완료,2026-1,정규
300631,100631,200001,2026-03-02,완료,2026-1,정규
300632,100632,200001,2026-03-02,완료,2026-1,정규
300633,100633,200001,2026-03-02,완료,2026-1,정규
300634,100634,200001,2026-03-02,완료,2026-1,정규
300635,100635,200001,2026-03-02,완료,2026-1,정규
300636,100636,200001,2026-03-02,완료,2026-1,정규
300637,100637,200001,2026-03-02,완료,2026-1,정규
300638,100638,200001,2026-03-02,완료,2026-1,정규
300639,100639,200001,2026-03-02,완료,2026-1,정규
300640,100640,200001,2026-03-02,완료,2026-1,정규
300641,100641,200001,2026-03-02,완료,2026-1,정규
300642,100642,200001,2026-03-02,완료,2026-1,정규
300643,100643,200001,2026-03-02,완료,2026-1,정규
300644,100644,200001,2026-03-02,완료,2026-1,정규
300645,100645,200001,2026-03-02,완료,2026-1,정규
300646,100646,200001,2026-03-02,완료,2026-1,정규
300647,100647,200001,2026-03-02,완료,2026-1,정규
300648,100648,200001,2026-03-02,완료,2026-1,정규
300649,100649,200001,2026-03-02,완료,2026-1,정규
300650,100650,200001,2026-03-02,완료,2026-1,정규
300651,100651,200001,2026-03-02,완료,2026-1,정규
300652,100652,200001,2026-03-02,완료,2026-1,정규
300653,100653,200001,2026-03-02,완료,2026-1,정규
300654,100654,200001,2026-03-02,완료,2026-1,정규
300655,100655,200001,2026-03-02,완료,2026-1,정규
300656,100656,200001,2026-03-02,완료,2026-1,정규
300657,100657,200001,2026-03-02,완료,2026-1,정규
300658,100658,200001,2026-03-02,완료,2026-1,정규
300659,100659,200001,2026-03-02,완료,2026-1,정규
300660,100660,200001,2026-03-02,완료,2026-1,정규
300661,100661,200001,2026-03-02,완료,2026-1,정규
300662,100662,200001,2026-03-02,완료,2026-1,정규
300663,100663,200001,2026-03-02,완료,2026-1,정규
300664,100664,200001,2026-03-02,완료,2026-1,정규
300665,100665,200001,2026-03-02,완료,2026-1,정규
300666,100666,200001,2026-03-02,완료,2026-1,정규
300667,100667,200001,2026-03-02,완료,2026-1,정규
300668,100668,200001,2026-03-02,완료,2026-1,정규
300669,100669,200001,2026-03-02,완료,2026-1,정규
300670,100670,200001,2026-03-02,완료,2026-1,정규
300671,100671,200001,2026-03-02,완료,2026-1,정규
300672,100672,200001,2026-03-02,완료,2026-1,정규
300673,100673,200001,2026-03-02,완료,2026-1,정규
300674,100674,200001,2026-03-02,완료,2026-1,정규
300675,100675,200001,2026-03-02,완료,2026-1,정규
300676,100676,200001,2026-03-02,완료,2026-1,정규
300677,100677,200001,2026-03-02,완료,2026-1,정규
300678,100678,200001,2026-03-02,완료,2026-1,정규
300679,100679,200001,2026-03-02,완료,2026-1,정규
300680,100680,200001,2026-03-02,완료,2026-1,정규
300681,100681,200001,2026-03-02,완료,2026-1,정규
300682,100682,200001,2026-03-02,완료,2026-1,정규
300683,100683,200001,2026-03-02,완료,2026-1,정규
300684,100684,200001,2026-03-02,완료,2026-1,정규
300685,100685,200001,2026-03-02,완료,2026-1,정규
300686,100686,200001,2026-03-02,완료,2026-1,정규
300687,100687,200001,2026-03-02,완료,2026-1,정규
300688,100688,200001,2026-03-02,완료,2026-1,정규
300689,100689,200001,2026-03-02,완료,2026-1,정규
300690,100690,200001,2026-03-02,완료,2026-1,정규
300691,100691,200001,2026-03-02,완료,2026-1,정규
300692,100692,200001,2026-03-02,완료,2026-1,정규
300693,100693,200001,2026-03-02,완료,2026-1,정규
300694,100694,200001,2026-03-02,완료,2026-1,정규
300695,100695,200001,2026-03-02,완료,2026-1,정규
300696,100696,200001,2026-03-02,완료,2026-1,정규
300697,100697,200001,2026-03-02,완료,2026-1,정규
300698,100698,200001,2026-03-02,완료,2026-1,정규
300699,100699,200001,2026-03-02,완료,2026-1,정규
300700,100700,200001,2026-03-02,완료,2026-1,정규
300701,100701,200001,2026-03-02,완료,2026-1,정규
300702,100702,200001,2026-03-02,완료,2026-1,정규
300703,100703,200001,2026-03-02,완료,2026-1,정규
300704,100704,200001,2026-03-02,완료,2026-1,정규
300705,100705,200001,2026-03-02,완료,2026-1,정규
300706,100706,200001,2026-03-02,완료,2026-1,정규
300707,100707,200001,2026-03-02,완료,2026-1,정규
300708,100708,200001,2026-03-02,완료,2026-1,정규
300709,100709,200001,2026-03-02,완료,2026-1,정규
300710,100710,200001,2026-03-02,완료,2026-1,정규
300711,100711,200001,2026-03-02,완료,2026-1,정규
300712,100712,200001,2026-03-02,완료,2026-1,정규
300713,100713,200001,2026-03-02,완료,2026-1,정규
300714,100714,200001,2026-03-02,완료,2026-1,정규
300715,100715,200001,2026-03-02,완료,2026-1,정규
300716,100716,200001,2026-03-02,완료,2026-1,정규
300717,100717,200001,2026-03-02,완료,2026-1,정규
300718,100718,200001,2026-03-02,완료,2026-1,정규
300719,100719,200001,2026-03-02,완료,2026-1,정규
300720,100720,200001,2026-03-02,완료,2026-1,정규
300721,100721,200001,2026-03-02,완료,2026-1,정규
300722,100722,200001,2026-03-02,완료,2026-1,정규
300723,100723,200001,2026-03-02,완료,2026-1,정규
300724,100724,200001,2026-03-02,완료,2026-1,정규
300725,100725,200001,2026-03-02,완료,2026-1,정규
300726,100726,200001,2026-03-02,완료,2026-1,정규
300727,100727,200001,2026-03-02,완료,2026-1,정규
300728,100728,200001,2026-03-02,완료,2026-1,정규
300729,100729,200001,2026-03-02,완료,2026-1,정규
300730,100730,200001,2026-03-02,완료,2026-1,정규
300731,100731,200001,2026-03-02,완료,2026-1,정규
300732,100732,200001,2026-03-02,완료,2026-1,정규
300733,100733,200001,2026-03-02,완료,2026-1,정규
300734,100734,200001,2026-03-02,완료,2026-1,정규
300735,100735,200001,2026-03-02,완료,2026-1,정규
300736,100736,200001,2026-03-02,완료,2026-1,정규
300737,100737,200001,2026-03-02,완료,2026-1,정규
300738,100738,200001,2026-03-02,완료,2026-1,정규
300739,100739,200001,2026-03-02,완료,2026-1,정규
300740,100740,200001,2026-03-02,완료,2026-1,정규
300741,100741,200001,2026-03-02,완료,2026-1,정규
300742,100742,200001,2026-03-02,완료,2026-1,정규
300743,100743,200001,2026-03-02,완료,2026-1,정규
300744,100744,200001,2026-03-02,완료,2026-1,정규
300745,100745,200001,2026-03-02,완료,2026-1,정규
300746,100746,200001,2026-03-02,완료,2026-1,정규
300747,100747,200001,2026-03-02,완료,2026-1,정규
300748,100748,200001,2026-03-02,완료,2026-1,정규
300749,100749,200001,2026-03-02,완료,2026-1,정규
300750,100750,200001,2026-03-02,완료,2026-1,정규
300751,100751,200001,2026-03-02,완료,2026-1,정규
300752,100752,200001,2026-03-02,완료,2026-1,정규
300753,100753,200001,2026-03-02,완료,2026-1,정규
300754,100754,200001,2026-03-02,완료,2026-1,정규
300755,100755,200001,2026-03-02,완료,2026-1,정규
300756,100756,200001,2026-03-02,완료,2026-1,정규
300757,100757,200001,2026-03-02,완료,2026-1,정규
300758,100758,200001,2026-03-02,완료,2026-1,정규
300759,100759,200001,2026-03-02,완료,2026-1,정규
300760,100760,200001,2026-03-02,완료,2026-1,정규
300761,100761,200001,2026-03-02,완료,2026-1,정규
300762,100762,200001,2026-03-02,완료,2026-1,정규
300763,100763,200001,2026-03-02,완료,2026-1,정규
300764,100764,200001,2026-03-02,완료,2026-1,정규
300765,100765,200001,2026-03-02,완료,2026-1,정규
300766,100766,200001,2026-03-02,완료,2026-1,정규
300767,100767,200001,2026-03-02,완료,2026-1,정규
300768,100768,200001,2026-03-02,완료,2026-1,정규
300769,100769,200001,2026-03-02,완료,2026-1,정규
300770,100770,200001,2026-03-02,완료,2026-1,정규
300771,100771,200001,2026-03-02,완료,2026-1,정규
300772,100772,200001,2026-03-02,완료,2026-1,정규
300773,100773,200001,2026-03-02,완료,2026-1,정규
300774,100774,200001,2026-03-02,완료,2026-1,정규
300775,100775,200001,2026-03-02,완료,2026-1,정규
300776,100776,200001,2026-03-02,완료,2026-1,정규
300777,100777,200001,2026-03-02,완료,2026-1,정규
300778,100778,200001,2026-03-02,완료,2026-1,정규
300779,100779,200001,2026-03-02,완료,2026-1,정규
300780,100780,200001,2026-03-02,완료,2026-1,정규
300781,100781,200001,2026-03-02,완료,2026-1,정규
300782,100782,200001,2026-03-02,완료,2026-1,정규
300783,100783,200001,2026-03-02,완료,2026-1,정규
300784,100784,200001,2026-03-02,완료,2026-1,정규
300785,100785,200001,2026-03-02,완료,2026-1,정규
300786,100786,200001,2026-03-02,완료,2026-1,정규
300787,100787,200001,2026-03-02,완료,2026-1,정규
300788,100788,200001,2026-03-02,완료,2026-1,정규
300789,100789,200001,2026-03-02,완료,2026-1,정규
300790,100790,200001,2026-03-02,완료,2026-1,정규
300791,100791,200001,2026-03-02,완료,2026-1,정규
300792,100792,200001,2026-03-02,완료,2026-1,정규
300793,100793,200001,2026-03-02,완료,2026-1,정규
300794,100794,200001,2026-03-02,완료,2026-1,정규
300795,100795,200001,2026-03-02,완료,2026-1,정규
300796,100796,200001,2026-03-02,완료,2026-1,정규
300797,100797,200001,2026-03-02,완료,2026-1,정규
300798,100798,200001,2026-03-02,완료,2026-1,정규
300799,100799,200001,2026-03-02,완료,2026-1,정규
300800,100800,200001,2026-03-02,완료,2026-1,정규
300801,100801,200001,2026-03-02,완료,2026-1,정규
300802,100802,200001,2026-03-02,완료,2026-1,정규
300803,100803,200001,2026-03-02,완료,2026-1,정규
300804,100804,200001,2026-03-02,완료,2026-1,정규
300805,100805,200001,2026-03-02,완료,2026-1,정규
300806,100806,200001,2026-03-02,완료,2026-1,정규
300807,100807,200001,2026-03-02,완료,2026-1,정규
300808,100808,200001,2026-03-02,완료,2026-1,정규
300809,100809,200001,2026-03-02,완료,2026-1,정규
300810,100810,200001,2026-03-02,완료,2026-1,정규
300811,100811,200001,2026-03-02,완료,2026-1,정규
300812,100812,200001,2026-03-02,완료,2026-1,정규
300813,100813,200001,2026-03-02,완료,2026-1,정규
300814,100814,200001,2026-03-02,완료,2026-1,정규
300815,100815,200001,2026-03-02,완료,2026-1,정규
300816,100816,200001,2026-03-02,완료,2026-1,정규
300817,100817,200001,2026-03-02,완료,2026-1,정규
300818,100818,200001,2026-03-02,완료,2026-1,정규
300819,100819,200001,2026-03-02,완료,2026-1,정규
300820,100820,200001,2026-03-02,완료,2026-1,정규
300821,100821,200001,2026-03-02,완료,2026-1,정규
300822,100822,200001,2026-03-02,완료,2026-1,정규
300823,100823,200001,2026-03-02,완료,2026-1,정규
300824,100824,200001,2026-03-02,완료,2026-1,정규
300825,100825,200001,2026-03-02,완료,2026-1,정규
300826,100826,200001,2026-03-02,완료,2026-1,정규
300827,100827,200001,2026-03-02,완료,2026-1,정규
300828,100828,200001,2026-03-02,완료,2026-1,정규
300829,100829,200001,2026-03-02,완료,2026-1,정규
300830,100830,200001,2026-03-02,완료,2026-1,정규
300831,100831,200001,2026-03-02,완료,2026-1,정규
300832,100832,200001,2026-03-02,완료,2026-1,정규
300833,100833,200001,2026-03-02,완료,2026-1,정규
300834,100834,200001,2026-03-02,완료,2026-1,정규
300835,100835,200001,2026-03-02,완료,2026-1,정규
300836,100836,200001,2026-03-02,완료,2026-1,정규
300837,100837,200001,2026-03-02,완료,2026-1,정규
300838,100838,200001,2026-03-02,완료,2026-1,정규
300839,100839,200001,2026-03-02,완료,2026-1,정규
300840,100840,200001,2026-03-02,완료,2026-1,정규
300841,100841,200001,2026-03-02,완료,2026-1,정규
300842,100842,200001,2026-03-02,완료,2026-1,정규
300843,100843,200001,2026-03-02,완료,2026-1,정규
300844,100844,200001,2026-03-02,완료,2026-1,정규
300845,100845,200001,2026-03-02,완료,2026-1,정규
300846,100846,200001,2026-03-02,완료,2026-1,정규
300847,100847,200001,2026-03-02,완료,2026-1,정규
300848,100848,200001,2026-03-02,완료,2026-1,정규
